location,year,pathogen,antibiotic,n_tested,n_resistant
Indonesia,2019,K.pneumoniae,cefepime,722,363
Indonesia,2019,K.pneumoniae,cefotaxime,317,217
Indonesia,2019,K.pneumoniae,ceftazidime,900,594
Indonesia,2019,K.pneumoniae,ceftriaxone,899,673
Indonesia,2019,K.pneumoniae,ciprofloxacin,855,600
Indonesia,2019,K.pneumoniae,ertapenem,780,108
Indonesia,2019,K.pneumoniae,imipenem,77,8
Indonesia,2019,K.pneumoniae,levofloxacin,197,116
Indonesia,2019,K.pneumoniae,meropenem,876,107
Indonesia,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,795,515
India,2017,Acinetobacter,amikacin,305,223
India,2017,Acinetobacter,colistin,25,0
India,2017,Acinetobacter,imipenem,1171,735
India,2017,Acinetobacter,meropenem,331,220
India,2017,Acinetobacter,minocycline,325,141
India,2017,E.coli,cefepime,487,288
India,2017,E.coli,cefotaxime,1219,930
India,2017,E.coli,ceftazidime,257,181
India,2017,E.coli,ceftriaxone,88,70
India,2017,E.coli,ciprofloxacin,1149,787
India,2017,E.coli,ertapenem,702,218
India,2017,E.coli,imipenem,1042,176
India,2017,E.coli,meropenem,1086,183
India,2017,E.coli,tinidazole,88,70
India,2017,E.coli,trimethoprim/sulfamethoxazole,184,126
India,2017,K.pneumoniae,cefepime,821,653
India,2017,K.pneumoniae,cefotaxime,1552,1275
India,2017,K.pneumoniae,ceftazidime,247,199
India,2017,K.pneumoniae,ceftriaxone,164,137
India,2017,K.pneumoniae,ciprofloxacin,1786,1030
India,2017,K.pneumoniae,ertapenem,1137,603
India,2017,K.pneumoniae,imipenem,1339,460
India,2017,K.pneumoniae,trimethoprim/sulfamethoxazole,528,451
India,2017,Salmonella,ceftriaxone,508,3
India,2017,Salmonella,ciprofloxacin,506,159
India,2017,S.aureus,meticillin,2829,1485
India,2017,E.coli,cefepime,2079,1503
India,2017,E.coli,cefotaxime,5221,4131
India,2017,E.coli,ceftazidime,2102,1315
India,2017,E.coli,ceftriaxone,964,764
India,2017,E.coli,ciprofloxacin,3632,2765
India,2017,E.coli,ertapenem,2688,765
India,2017,E.coli,imipenem,1669,496
India,2017,E.coli,meropenem,381,47
India,2017,E.coli,trimethoprim/sulfamethoxazole,6670,4611
India,2017,K.pneumoniae,cefepime,1275,1081
India,2017,K.pneumoniae,cefotaxime,1852,1521
India,2017,K.pneumoniae,ceftazidime,566,280
India,2017,K.pneumoniae,ceftriaxone,260,224
India,2017,K.pneumoniae,ciprofloxacin,1566,1173
India,2017,K.pneumoniae,ertapenem,1462,731
India,2017,K.pneumoniae,imipenem,599,284
India,2017,K.pneumoniae,trimethoprim/sulfamethoxazole,2310,1599
India,2018,Acinetobacter,amikacin,1862,1188
India,2018,Acinetobacter,colistin,42,0
India,2018,Acinetobacter,imipenem,1605,944
India,2018,Acinetobacter,meropenem,1065,678
India,2018,Acinetobacter,minocycline,629,180
India,2018,E.coli,cefepime,387,250
India,2018,E.coli,cefotaxime,1954,1547
India,2018,E.coli,ceftazidime,1504,1033
India,2018,E.coli,ceftriaxone,55,48
India,2018,E.coli,ciprofloxacin,1841,1325
India,2018,E.coli,ertapenem,1085,374
India,2018,E.coli,imipenem,1582,343
India,2018,E.coli,meropenem,1527,371
India,2018,E.coli,tinidazole,55,48
India,2018,E.coli,trimethoprim/sulfamethoxazole,326,182
India,2018,K.pneumoniae,cefepime,396,291
India,2018,K.pneumoniae,cefotaxime,1680,1359
India,2018,K.pneumoniae,ceftazidime,1253,914
India,2018,K.pneumoniae,ceftriaxone,92,79
India,2018,K.pneumoniae,ciprofloxacin,1665,1023
India,2018,K.pneumoniae,ertapenem,1306,750
India,2018,K.pneumoniae,imipenem,1482,689
India,2018,K.pneumoniae,trimethoprim/sulfamethoxazole,341,200
India,2018,Salmonella,ceftriaxone,489,10
India,2018,Salmonella,ciprofloxacin,619,167
India,2018,S.aureus,meticillin,3879,2448
India,2018,E.coli,cefepime,3403,2461
India,2018,E.coli,cefotaxime,12516,9845
India,2018,E.coli,ceftazidime,2813,1897
India,2018,E.coli,ceftriaxone,1589,1040
India,2018,E.coli,ciprofloxacin,10356,7985
India,2018,E.coli,ertapenem,8057,2700
India,2018,E.coli,imipenem,7334,2358
India,2018,E.coli,meropenem,8637,3345
India,2018,E.coli,trimethoprim/sulfamethoxazole,12977,8611
India,2018,K.pneumoniae,cefepime,477,299
India,2018,K.pneumoniae,cefotaxime,2005,1424
India,2018,K.pneumoniae,ceftazidime,745,458
India,2018,K.pneumoniae,ceftriaxone,363,228
India,2018,K.pneumoniae,ciprofloxacin,1850,1134
India,2018,K.pneumoniae,ertapenem,2055,844
India,2018,K.pneumoniae,imipenem,1699,677
India,2018,K.pneumoniae,trimethoprim/sulfamethoxazole,2256,1311
India,2019,Acinetobacter,amikacin,1245,867
India,2019,Acinetobacter,colistin,330,15
India,2019,Acinetobacter,imipenem,3518,2199
India,2019,Acinetobacter,meropenem,1746,1180
India,2019,Acinetobacter,minocycline,2120,406
India,2019,E.coli,cefepime,1066,669
India,2019,E.coli,cefotaxime,3883,3138
India,2019,E.coli,ceftazidime,2532,1855
India,2019,E.coli,ceftriaxone,424,320
India,2019,E.coli,ciprofloxacin,4321,3193
India,2019,E.coli,colistin,514,3
India,2019,E.coli,ertapenem,2688,494
India,2019,E.coli,imipenem,3481,961
India,2019,E.coli,levofloxacin,505,416
India,2019,E.coli,meropenem,3433,650
India,2019,E.coli,tinidazole,3883,3138
India,2019,E.coli,trimethoprim/sulfamethoxazole,955,548
India,2019,K.pneumoniae,cefepime,1480,1154
India,2019,K.pneumoniae,cefotaxime,4013,3286
India,2019,K.pneumoniae,ceftazidime,2186,1678
India,2019,K.pneumoniae,ceftriaxone,188,159
India,2019,K.pneumoniae,ciprofloxacin,4523,2938
India,2019,K.pneumoniae,colistin,722,73
India,2019,K.pneumoniae,ertapenem,2284,1316
India,2019,K.pneumoniae,imipenem,4366,2190
India,2019,K.pneumoniae,levofloxacin,812,572
India,2019,K.pneumoniae,meropenem,3612,2079
India,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,1613,1043
India,2019,Salmonella,cefotaxime,126,4
India,2019,Salmonella,ceftazidime,131,7
India,2019,Salmonella,ceftriaxone,1237,18
India,2019,Salmonella,ciprofloxacin,1215,484
India,2019,Salmonella,imipenem,275,0
India,2019,Salmonella,meropenem,11,0
India,2019,S.aureus,cefoxitin,5809,3521
India,2019,S.aureus,meticillin,5809,3521
India,2019,N.gonorrhoeae,azithromycin,26,1
India,2019,N.gonorrhoeae,cefixime,26,0
India,2019,N.gonorrhoeae,ceftriaxone,26,0
India,2019,N.gonorrhoeae,ciprofloxacin,26,26
India,2019,N.gonorrhoeae,spectinomycin,26,0
India,2019,Salmonella,ceftriaxone,140,2
India,2019,Salmonella,ciprofloxacin,212,56
India,2019,E.coli,cefepime,11419,7514
India,2019,E.coli,cefotaxime,27653,20643
India,2019,E.coli,ceftazidime,5649,3992
India,2019,E.coli,ceftriaxone,3232,2219
India,2019,E.coli,ciprofloxacin,31103,23078
India,2019,E.coli,colistin,1911,26
India,2019,E.coli,ertapenem,13760,2914
India,2019,E.coli,imipenem,28188,7928
India,2019,E.coli,levofloxacin,6851,4992
India,2019,E.coli,meropenem,16414,2826
India,2019,E.coli,trimethoprim/sulfamethoxazole,29371,17686
India,2019,K.pneumoniae,cefepime,2190,1399
India,2019,K.pneumoniae,cefotaxime,7126,4912
India,2019,K.pneumoniae,ceftazidime,943,541
India,2019,K.pneumoniae,ceftriaxone,340,195
India,2019,K.pneumoniae,ciprofloxacin,8020,4804
India,2019,K.pneumoniae,colistin,798,38
India,2019,K.pneumoniae,ertapenem,4248,1788
India,2019,K.pneumoniae,imipenem,7811,2593
India,2019,K.pneumoniae,levofloxacin,1871,1063
India,2019,K.pneumoniae,meropenem,4994,1791
India,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,7998,4590
India,2020,Acinetobacter,amikacin,1590,1088
India,2020,Acinetobacter,colistin,371,3
India,2020,Acinetobacter,imipenem,1546,1207
India,2020,Acinetobacter,meropenem,1546,1205
India,2020,Acinetobacter,minocycline,1329,418
India,2020,E.coli,cefepime,529,356
India,2020,E.coli,cefotaxime,2500,1999
India,2020,E.coli,ceftazidime,1632,1215
India,2020,E.coli,ceftriaxone,91,79
India,2020,E.coli,ciprofloxacin,2330,1648
India,2020,E.coli,ertapenem,1889,414
India,2020,E.coli,imipenem,1825,522
India,2020,E.coli,meropenem,2117,500
India,2020,E.coli,tinidazole,91,79
India,2020,E.coli,trimethoprim/sulfamethoxazole,516,301
India,2020,K.pneumoniae,cefepime,844,686
India,2020,K.pneumoniae,cefotaxime,2799,2293
India,2020,K.pneumoniae,ceftazidime,1383,1076
India,2020,K.pneumoniae,ceftriaxone,58,57
India,2020,K.pneumoniae,ciprofloxacin,2543,1548
India,2020,K.pneumoniae,ertapenem,1969,1177
India,2020,K.pneumoniae,imipenem,2501,1343
India,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,760,466
India,2020,Salmonella,ceftriaxone,328,5
India,2020,Salmonella,ciprofloxacin,278,128
India,2020,S.aureus,meticillin,2156,1394
India,2020,E.coli,cefepime,3469,2151
India,2020,E.coli,cefotaxime,9924,7532
India,2020,E.coli,ceftazidime,1941,1500
India,2020,E.coli,ceftriaxone,362,278
India,2020,E.coli,ciprofloxacin,10527,7414
India,2020,E.coli,ertapenem,6439,1491
India,2020,E.coli,imipenem,11344,2329
India,2020,E.coli,meropenem,8682,1443
India,2020,E.coli,trimethoprim/sulfamethoxazole,3533,2250
India,2020,K.pneumoniae,cefepime,654,429
India,2020,K.pneumoniae,cefotaxime,2933,2070
India,2020,K.pneumoniae,ceftazidime,97,78
India,2020,K.pneumoniae,ceftriaxone,29,19
India,2020,K.pneumoniae,ciprofloxacin,3043,1711
India,2020,K.pneumoniae,ertapenem,2395,1143
India,2020,K.pneumoniae,imipenem,3384,1164
India,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,559,327
Ireland,2017,E.coli,tinidazole,3121,374
Ireland,2017,S.aureus,meticillin,1140,186
Ireland,2018,E.coli,tinidazole,3237,417
Ireland,2018,S.aureus,meticillin,1188,147
Ireland,2019,Acinetobacter,amikacin,30,1
Ireland,2019,Acinetobacter,gentamicin,57,1
Ireland,2019,Acinetobacter,imipenem,14,0
Ireland,2019,Acinetobacter,meropenem,62,1
Ireland,2019,E.coli,ampicillin,3201,2162
Ireland,2019,E.coli,cefepime,1615,136
Ireland,2019,E.coli,cefotaxime,2596,314
Ireland,2019,E.coli,ceftazidime,2509,273
Ireland,2019,E.coli,ceftriaxone,1237,155
Ireland,2019,E.coli,ciprofloxacin,3223,656
Ireland,2019,E.coli,ertapenem,2374,1
Ireland,2019,E.coli,imipenem,540,0
Ireland,2019,E.coli,levofloxacin,400,72
Ireland,2019,E.coli,meropenem,3229,0
Ireland,2019,E.coli,tinidazole,1237,155
Ireland,2019,K.pneumoniae,cefepime,237,26
Ireland,2019,K.pneumoniae,cefotaxime,457,66
Ireland,2019,K.pneumoniae,ceftazidime,435,68
Ireland,2019,K.pneumoniae,ceftriaxone,182,33
Ireland,2019,K.pneumoniae,ciprofloxacin,525,91
Ireland,2019,K.pneumoniae,ertapenem,376,4
Ireland,2019,K.pneumoniae,imipenem,66,1
Ireland,2019,K.pneumoniae,levofloxacin,49,8
Ireland,2019,K.pneumoniae,meropenem,527,5
Ireland,2019,S.aureus,cefoxitin,448,67
Ireland,2019,S.aureus,meticillin,448,67
Ireland,2019,S.aureus,oxacillin,885,113
Ireland,2019,S.pneumoniae,benzylpenicillin,348,0
Ireland,2019,S.pneumoniae,cefotaxime,307,0
Ireland,2019,S.pneumoniae,ceftriaxone,219,1
Ireland,2019,S.pneumoniae,oxacillin,138,25
Ireland,2020,E.coli,tinidazole,1823,194
Ireland,2020,S.aureus,meticillin,343,48
Iran (Islamic Republic of),2017,E.coli,tinidazole,10,9
Iran (Islamic Republic of),2018,E.coli,tinidazole,195,129
Iran (Islamic Republic of),2019,Acinetobacter,amikacin,526,360
Iran (Islamic Republic of),2019,Acinetobacter,colistin,105,10
Iran (Islamic Republic of),2019,Acinetobacter,gentamicin,194,143
Iran (Islamic Republic of),2019,Acinetobacter,imipenem,292,243
Iran (Islamic Republic of),2019,Acinetobacter,meropenem,355,283
Iran (Islamic Republic of),2019,Acinetobacter,minocycline,120,12
Iran (Islamic Republic of),2019,E.coli,ampicillin,265,231
Iran (Islamic Republic of),2019,E.coli,cefepime,547,300
Iran (Islamic Republic of),2019,E.coli,cefotaxime,401,282
Iran (Islamic Republic of),2019,E.coli,ceftazidime,481,292
Iran (Islamic Republic of),2019,E.coli,ceftriaxone,484,328
Iran (Islamic Republic of),2019,E.coli,ciprofloxacin,506,318
Iran (Islamic Republic of),2019,E.coli,colistin,12,6
Iran (Islamic Republic of),2019,E.coli,imipenem,460,67
Iran (Islamic Republic of),2019,E.coli,meropenem,283,1
Iran (Islamic Republic of),2019,E.coli,tinidazole,401,282
Iran (Islamic Republic of),2019,E.coli,trimethoprim/sulfamethoxazole,550,368
Iran (Islamic Republic of),2019,K.pneumoniae,cefepime,427,244
Iran (Islamic Republic of),2019,K.pneumoniae,cefotaxime,186,144
Iran (Islamic Republic of),2019,K.pneumoniae,ceftazidime,379,257
Iran (Islamic Republic of),2019,K.pneumoniae,ceftriaxone,237,182
Iran (Islamic Republic of),2019,K.pneumoniae,ciprofloxacin,384,230
Iran (Islamic Republic of),2019,K.pneumoniae,colistin,47,0
Iran (Islamic Republic of),2019,K.pneumoniae,imipenem,233,121
Iran (Islamic Republic of),2019,K.pneumoniae,meropenem,290,112
Iran (Islamic Republic of),2019,K.pneumoniae,trimethoprim/sulfamethoxazole,409,229
Iran (Islamic Republic of),2019,Salmonella,ceftazidime,14,5
Iran (Islamic Republic of),2019,Salmonella,ceftriaxone,19,5
Iran (Islamic Republic of),2019,Salmonella,ciprofloxacin,19,3
Iran (Islamic Republic of),2019,S.aureus,cefoxitin,458,179
Iran (Islamic Republic of),2019,S.pneumoniae,benzylpenicillin,17,11
Iran (Islamic Republic of),2019,S.pneumoniae,oxacillin,12,10
Iran (Islamic Republic of),2019,S.pneumoniae,trimethoprim/sulfamethoxazole,25,17
Iran (Islamic Republic of),2019,Salmonella,ceftriaxone,11,0
Iran (Islamic Republic of),2019,Salmonella,ciprofloxacin,12,0
Iran (Islamic Republic of),2019,Shigella,ciprofloxacin,10,1
Iran (Islamic Republic of),2019,E.coli,ampicillin,2332,2112
Iran (Islamic Republic of),2019,E.coli,cefepime,3464,1950
Iran (Islamic Republic of),2019,E.coli,cefotaxime,3428,2291
Iran (Islamic Republic of),2019,E.coli,ceftazidime,3641,2206
Iran (Islamic Republic of),2019,E.coli,ceftriaxone,3319,2206
Iran (Islamic Republic of),2019,E.coli,ciprofloxacin,4547,2616
Iran (Islamic Republic of),2019,E.coli,imipenem,3348,557
Iran (Islamic Republic of),2019,E.coli,meropenem,1322,22
Iran (Islamic Republic of),2019,E.coli,trimethoprim/sulfamethoxazole,4463,3039
Iran (Islamic Republic of),2019,K.pneumoniae,cefepime,1011,654
Iran (Islamic Republic of),2019,K.pneumoniae,cefotaxime,663,367
Iran (Islamic Republic of),2019,K.pneumoniae,ceftazidime,1080,735
Iran (Islamic Republic of),2019,K.pneumoniae,ceftriaxone,578,343
Iran (Islamic Republic of),2019,K.pneumoniae,ciprofloxacin,1311,719
Iran (Islamic Republic of),2019,K.pneumoniae,colistin,180,0
Iran (Islamic Republic of),2019,K.pneumoniae,imipenem,536,156
Iran (Islamic Republic of),2019,K.pneumoniae,meropenem,713,341
Iran (Islamic Republic of),2019,K.pneumoniae,trimethoprim/sulfamethoxazole,1259,709
Iran (Islamic Republic of),2020,E.coli,tinidazole,325,225
Iraq,2019,Acinetobacter,imipenem,25,16
Iraq,2019,Acinetobacter,meropenem,10,6
Iraq,2019,E.coli,ciprofloxacin,11,5
Iraq,2019,E.coli,imipenem,14,1
Iraq,2019,Salmonella,ciprofloxacin,15,3
Iraq,2019,Salmonella,imipenem,15,0
Iraq,2019,Salmonella,meropenem,12,0
Iraq,2019,E.coli,ampicillin,158,151
Iraq,2019,E.coli,cefepime,486,360
Iraq,2019,E.coli,cefotaxime,410,326
Iraq,2019,E.coli,ceftazidime,341,260
Iraq,2019,E.coli,ceftriaxone,425,339
Iraq,2019,E.coli,ciprofloxacin,638,381
Iraq,2019,E.coli,imipenem,584,45
Iraq,2019,E.coli,levofloxacin,405,215
Iraq,2019,E.coli,meropenem,581,38
Iraq,2019,E.coli,trimethoprim/sulfamethoxazole,257,194
Iraq,2019,K.pneumoniae,cefepime,61,50
Iraq,2019,K.pneumoniae,cefotaxime,32,29
Iraq,2019,K.pneumoniae,ceftazidime,31,28
Iraq,2019,K.pneumoniae,ceftriaxone,45,35
Iraq,2019,K.pneumoniae,ciprofloxacin,88,46
Iraq,2019,K.pneumoniae,imipenem,83,19
Iraq,2019,K.pneumoniae,levofloxacin,40,23
Iraq,2019,K.pneumoniae,meropenem,63,16
Iraq,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,16,12
Italy,2019,Acinetobacter,amikacin,1584,1158
Italy,2019,Acinetobacter,colistin,1108,97
Italy,2019,Acinetobacter,gentamicin,1636,1289
Italy,2019,Acinetobacter,imipenem,626,485
Italy,2019,Acinetobacter,meropenem,1587,1255
Italy,2019,E.coli,ampicillin,4456,3035
Italy,2019,E.coli,cefepime,3494,993
Italy,2019,E.coli,cefotaxime,16458,4920
Italy,2019,E.coli,ceftazidime,18265,4705
Italy,2019,E.coli,ceftriaxone,1193,401
Italy,2019,E.coli,ciprofloxacin,18392,7476
Italy,2019,E.coli,colistin,9156,109
Italy,2019,E.coli,ertapenem,15054,162
Italy,2019,E.coli,imipenem,6827,32
Italy,2019,E.coli,levofloxacin,3400,1403
Italy,2019,E.coli,meropenem,17055,46
Italy,2019,K.pneumoniae,cefepime,2111,1361
Italy,2019,K.pneumoniae,cefotaxime,6755,3750
Italy,2019,K.pneumoniae,ceftazidime,7654,4246
Italy,2019,K.pneumoniae,ceftriaxone,593,377
Italy,2019,K.pneumoniae,ciprofloxacin,7667,4200
Italy,2019,K.pneumoniae,colistin,4495,449
Italy,2019,K.pneumoniae,ertapenem,6461,2244
Italy,2019,K.pneumoniae,imipenem,3122,868
Italy,2019,K.pneumoniae,levofloxacin,1537,909
Italy,2019,K.pneumoniae,meropenem,7314,2030
Italy,2019,S.aureus,cefoxitin,3786,1467
Italy,2019,S.aureus,oxacillin,8356,2944
Italy,2019,S.pneumoniae,benzylpenicillin,1011,40
Italy,2019,S.pneumoniae,cefotaxime,1157,9
Italy,2019,S.pneumoniae,ceftriaxone,940,5
Jordan,2017,E.coli,ciprofloxacin,10,6
Jordan,2017,E.coli,ertapenem,10,0
Jordan,2017,E.coli,imipenem,10,0
Jordan,2018,E.coli,ciprofloxacin,45,27
Jordan,2018,E.coli,ertapenem,41,0
Jordan,2018,E.coli,imipenem,97,0
Jordan,2019,Acinetobacter,amikacin,11,7
Jordan,2019,Acinetobacter,colistin,52,0
Jordan,2019,Acinetobacter,gentamicin,47,38
Jordan,2019,Acinetobacter,imipenem,76,63
Jordan,2019,Acinetobacter,meropenem,69,62
Jordan,2019,Acinetobacter,minocycline,27,8
Jordan,2019,Acinetobacter,tigecycline,37,2
Jordan,2019,E.coli,ampicillin,57,49
Jordan,2019,E.coli,cefepime,150,87
Jordan,2019,E.coli,cefotaxime,27,18
Jordan,2019,E.coli,ceftazidime,30,17
Jordan,2019,E.coli,ceftriaxone,146,97
Jordan,2019,E.coli,ciprofloxacin,93,56
Jordan,2019,E.coli,colistin,37,0
Jordan,2019,E.coli,ertapenem,78,3
Jordan,2019,E.coli,imipenem,168,7
Jordan,2019,E.coli,levofloxacin,151,96
Jordan,2019,E.coli,meropenem,104,1
Jordan,2019,E.coli,trimethoprim/sulfamethoxazole,66,30
Jordan,2019,K.pneumoniae,cefepime,104,63
Jordan,2019,K.pneumoniae,cefotaxime,21,16
Jordan,2019,K.pneumoniae,ceftazidime,19,11
Jordan,2019,K.pneumoniae,ceftriaxone,100,74
Jordan,2019,K.pneumoniae,ciprofloxacin,60,29
Jordan,2019,K.pneumoniae,colistin,41,6
Jordan,2019,K.pneumoniae,ertapenem,55,14
Jordan,2019,K.pneumoniae,imipenem,120,20
Jordan,2019,K.pneumoniae,levofloxacin,104,53
Jordan,2019,K.pneumoniae,meropenem,67,11
Jordan,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,51,35
Jordan,2019,S.aureus,cefoxitin,99,48
Jordan,2019,S.aureus,oxacillin,134,97
Jordan,2019,S.pneumoniae,ceftriaxone,10,1
Jordan,2019,E.coli,ampicillin,3369,2825
Jordan,2019,E.coli,cefepime,1738,650
Jordan,2019,E.coli,cefotaxime,2347,1218
Jordan,2019,E.coli,ceftazidime,1868,822
Jordan,2019,E.coli,ceftriaxone,1868,888
Jordan,2019,E.coli,ciprofloxacin,3586,1579
Jordan,2019,E.coli,colistin,15,0
Jordan,2019,E.coli,ertapenem,2427,29
Jordan,2019,E.coli,imipenem,4115,69
Jordan,2019,E.coli,levofloxacin,1467,700
Jordan,2019,E.coli,meropenem,2312,32
Jordan,2019,E.coli,trimethoprim/sulfamethoxazole,3623,1970
Jordan,2019,K.pneumoniae,cefepime,422,182
Jordan,2019,K.pneumoniae,cefotaxime,445,234
Jordan,2019,K.pneumoniae,ceftazidime,448,204
Jordan,2019,K.pneumoniae,ceftriaxone,381,203
Jordan,2019,K.pneumoniae,ciprofloxacin,736,228
Jordan,2019,K.pneumoniae,colistin,27,0
Jordan,2019,K.pneumoniae,ertapenem,512,41
Jordan,2019,K.pneumoniae,imipenem,815,57
Jordan,2019,K.pneumoniae,levofloxacin,348,107
Jordan,2019,K.pneumoniae,meropenem,457,44
Jordan,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,703,329
Jordan,2020,E.coli,ciprofloxacin,58,31
Jordan,2020,E.coli,ertapenem,70,0
Jordan,2020,E.coli,imipenem,99,7
Japan,2017,Acinetobacter,amikacin,1370,13
Japan,2017,Acinetobacter,imipenem,746,10
Japan,2017,Acinetobacter,meropenem,1377,14
Japan,2017,Acinetobacter,minocycline,1283,1
Japan,2017,E.coli,ampicillin,89176,37449
Japan,2017,E.coli,cefepime,84134,9745
Japan,2017,E.coli,cefotaxime,70749,13937
Japan,2017,E.coli,ceftazidime,91174,7919
Japan,2017,E.coli,ceftriaxone,67803,13305
Japan,2017,E.coli,ciprofloxacin,44410,13051
Japan,2017,E.coli,imipenem,86024,19
Japan,2017,E.coli,levofloxacin,92233,26586
Japan,2017,E.coli,meropenem,93886,46
Japan,2017,E.coli,tinidazole,70749,13937
Japan,2017,K.pneumoniae,cefepime,28335,908
Japan,2017,K.pneumoniae,cefotaxime,23739,1421
Japan,2017,K.pneumoniae,ceftazidime,30547,930
Japan,2017,K.pneumoniae,ceftriaxone,22834,1370
Japan,2017,K.pneumoniae,ciprofloxacin,14785,429
